,交易市场,股票名称,股票代码,当前价,涨跌额,涨跌幅%,年初至今,成交量,成交额(元),换手率,市盈率,股息率%,市值(元)
654,US,宾夕法尼亚裕益银行,UVSP,18.72,-0.19,-1.0048,-14.12,87557.0,1640436.0,0.3,7.774,4.437,552776010.0
655,US,万全保险,UVE,18.85,-0.34,-1.7718,18.93,221599.0,4191384.0,0.77,8.171,4.101,546001899.0
656,US,Energy Fuels,UUUU,6.2,-0.22,-3.4268,-13.77,3029583.0,19271354.0,1.85,10.16,,1014641761.0
657,US,通用安全仪器,UUU,1.655,0.038,2.35,-0.3,26129.0,42703.0,1.13,10.472,,3827828.0
658,US,Utz Brands,UTZ,17.15,-0.231,-1.329,5.96,399064.0,6833317.0,0.49,,1.64,1396127083.0
659,US,UT斯达康,UTSI,2.7,0.1,3.8462,-21.51,18373.0,50050.0,0.2,,,25179309.0
660,US,联代科技,UTME,0.478,,,,,,,,,6485405.0
661,US,犹他医疗产品,UTMD,68.66,-1.5,-2.138,-18.13,30970.0,2133671.0,0.86,14.813,1.713,246421701.0
662,US,Unitil,UTL,48.89,-0.57,-1.1524,-6.2,32652.0,1598306.0,0.2,17.484,3.306,790259084.0
663,US,环球技术学院,UTI,14.96,-0.3,-1.9659,19.49,378721.0,5687563.0,0.7,40.065,,803830974.0
664,US,联合治疗,UTHR,232.59,-4.65,-1.96,5.78,423587.0,99248950.0,0.9,11.114,,10945346982.0
665,US,UTG.R,UTG.R,0.35,,,,,,,0.0,,0.0
666,US,美国理疗保健,USPH,102.7,-1.7,-1.6284,10.73,98999.0,10167660.0,0.66,54.801,1.598,1547527350.0
667,US,优莎娜,USNA,43.97,-1.33,-2.936,-17.97,62214.0,2750782.0,0.32,13.263,,846005401.0
668,US,美国无线电话,USM,35.26,-0.43,-1.2048,-15.12,157993.0,5586877.0,0.19,55.69,,3007285063.0
669,US,美国灰矿建材,USLM,292.71,-1.04,-0.354,27.2,34382.0,10047363.0,0.6,22.417,0.289,1671147542.0
670,US,Usio,USIO,1.58,0.04,2.5974,-8.14,9774.0,15393.0,0.04,,,41621085.0
671,US,U.S. GoldMining,USGO,7.03,0.02,0.2853,-3.76,22434.0,160026.0,0.18,,,87162924.0
672,US,美国食品控股,USFD,50.57,-1.5,-2.8807,11.36,1537091.0,78337216.0,0.63,24.513,,12403550024.0
673,US,美国能源,USEG,1.29,0.06,4.878,28.99,1035250.0,1428581.0,4.09,,1.789,32673056.0
674,US,United Maritime,USEA,2.52,0.0148,0.5908,4.79,26692.0,67005.0,0.3,102.766,11.696,22711389.0
675,US,Roth CH,USCT,11.235,0.035,0.3125,2.6,41348.0,463934.0,0.53,34.178,,88410866.0
676,US,USCB Financial,USCB,10.5,-0.18,-1.6854,-13.89,7913.0,83956.0,0.04,12.471,0.468,206329862.0
677,US,UNITED SECURITY BANCSHARES,USBI,10.57,,,,,,,37.75,,63877600.0
678,US,美国合众银行,USB,41.58,-0.34,-0.8111,-2.83,6742538.0,279745042.0,0.43,11.935,4.59,64794606723.0
679,US,US Bancorp-优先股O,USB-O,24.99,,,,,,,0.0,5.05405,499800000.0
680,US,美国黄金,USAU,4.43,-0.21,-4.5259,4.24,178476.0,828361.0,1.91,,,41341987.0
681,US,全美科技,USAT,12.16,,,,,,,,,864315265.0
682,US,Americas Gold,USAS,0.2969,0.0089,3.0903,16.89,3396748.0,1004974.0,1.37,,,73600702.0
683,US,通用不锈钢和合金制品公司,USAP,24.63,-0.74,-2.9168,22.66,42118.0,1042908.0,0.46,46.045,,226083105.0
684,US,Uranium Royalty,UROY,2.43,-0.11,-4.3307,-10.0,1876708.0,4740857.0,1.56,82.389,,292169913.0
685,US,Urovant Sciences,UROV,16.24,,,,,,,,,531752751.0
686,US,联合租赁,URI,674.81,-10.88,-1.5867,17.97,594512.0,400783219.0,0.89,19.82,0.896,45327200265.0
687,US,乌龙制药,URGN,15.1,1.85,13.9623,0.67,1228983.0,17586146.0,3.6,,,515243514.0
688,US,Ur-能源,URG,1.69,-0.08,-4.5198,9.74,3355043.0,5844149.0,1.19,,,475948488.0
689,US,都市服饰,URBN,38.77,-0.58,-1.474,8.63,2369882.0,92045880.0,2.54,12.573,,3617044010.0
690,US,UQM技术,UQM,1.71,,,,,,,,,96728862.0
691,US,Upexi,UPXI,0.5404,0.0303,5.94,-53.41,6261.0,3431.0,0.03,,,11288623.0
692,US,Upwork,UPWK,11.63,-0.31,-2.6,-21.79,1445901.0,16925634.0,1.05,34.079,,1597875008.0
693,US,TradeUP,UPTD,9.34,,,,,,,,,20252426.0
694,US,Upstart,UPST,23.82,-0.93,-3.76,-41.7,3924844.0,94164417.0,4.54,,,2058768888.0
695,US,联合包裹,UPS,144.91,-4.1,-2.75,-6.8,4123767.0,599171110.0,0.48,18.43,4.362,123628011664.0
696,US,Upland Software,UPLD,2.52,-0.26,-9.3525,-40.43,94201.0,245285.0,0.33,,,72714739.0
697,US,Ultra Petroleum,UPL,0.135,,,,,,,0.171,,26708408.0
698,US,UpHealth,UPH,0.3,,,,,,,,,5332649.0
699,US,UPHEALTH INC WNT,UPH+,0.0082,0.0,0.0,0.0,,,,,,
700,US,大自然药业,UPC,1.72,0.05,2.994,-14.43,71568.0,126551.0,1.97,,0.0,6235000.0
701,US,Upbound Group,UPBD,31.46,-0.37,-1.1624,-6.4,243106.0,7656606.0,0.45,,4.502,1711921980.0
702,US,WHELS UP EXP WNT,UP+,0.0071,,,,,,,,,
703,US,Wheels Up Experience,UP,2.66,-0.22,-7.64,-22.45,517798.0,1393824.0,0.07,,0.0,1854875169.0
704,US,Urban One D,UONEK,1.84,-0.02,-1.0753,-47.88,48538.0,89414.0,0.1,6.373,,89933709.0
705,US,Urban One,UONE,2.22,-0.2,-8.2645,-44.91,42419.0,96408.0,0.09,7.69,,108506976.0
706,US,联合银行,UNTY,26.28,0.28,1.0769,-10.77,35383.0,926343.0,0.35,6.712,1.877,266506715.0
707,US,尤尼石油,UNT,0.2358,,,,,,,,,13068887.0
708,US,联合太平洋,UNP,234.4,-1.76,-0.7453,-4.08,2594960.0,607464184.0,0.43,22.418,2.2,143006587253.0
709,US,尤纳姆,UNM,50.3,0.05,0.0995,12.1,1465388.0,73649103.0,0.76,7.52,2.89,9653695010.0
710,US,Uniti Group,UNIT,5.61,-0.09,-1.5789,-0.43,1113121.0,6262955.0,0.46,,10.474,1347681520.0
711,US,Unilife,UNIS,0.1591,,,,,,,,,2887192.95
712,US,联合健康,UNH,439.2,-2.52,-0.57,-16.25,6045462.0,2655183416.0,0.66,18.092,1.71,404913460673.0
713,US,联合原生态食品,UNFI,9.9,-0.31,-3.0362,-39.0,756834.0,7520530.0,1.27,,,588424073.0
714,US,第一联合,UNF,161.38,-0.68,-0.4196,-11.6,64308.0,10390090.0,0.34,26.254,0.792,3011084684.0
715,US,Unicycive,UNCY,1.22,-0.03,-2.4,40.6,423094.0,511993.0,1.22,,,42402852.0
716,US,联合银行,UNB,27.45,0.39,1.4412,-9.38,5394.0,147024.0,0.12,11.02,5.31,124057201.0
717,US,联合利华,UN,60.5,,,,,,,13.147,,88373245642.0
718,US,Unum Therapeutics,UMRX,2.35,,,,,,,,,99803111.0
719,US,UMH Properties,UMH,15.45,-0.22,-1.404,2.31,350606.0,5432072.0,0.51,133.796,4.914,1071574997.0
720,US,"UMH Properties, Inc. 8.0% Series B Cumulative Redeemable Preferred Stock",UMH-B,25.26,,,,,,,,7.91766,96013260.0
721,US,UMH-AL,UMH-AL,25.0,,,,,,,,,
722,US,联电,UMC,7.97,-0.21,-2.5672,-5.79,9790126.0,78398836.0,0.39,9.313,7.164,19929932888.0
723,US,UMB金融,UMBF,80.07,-0.71,-0.8789,-3.72,142293.0,11361810.0,0.29,11.15,1.9,3902777465.0
724,US,Unusual Machines,UMAC,1.85,-0.04,-2.1164,-53.75,25409.0,46272.0,0.29,,,16156681.0
725,US,Urgent.ly,ULY,1.74,-0.02,-1.1364,-45.11,91712.0,156911.0,0.68,0.312,0.0,23340682.0
726,US,终极软件,ULTI,331.36,,,,,,,161.154,,10497617012.64
727,US,Ulta Beauty,ULTA,442.32,-5.59,-1.25,-9.73,487251.0,216306924.0,1.01,16.538,,21350230846.0
728,US,UL Solutions,ULS,34.94,6.94,24.79,24.79,14953715.0,507277378.0,7.48,26.877,,6988000000.0
729,US,环球物流控股,ULH,33.1,-0.71,-2.1,18.5,16851.0,558579.0,0.06,9.374,1.242,870835281.0
730,US,Frontier Group,ULCC,6.72,-0.36,-5.08,23.08,1520723.0,10193288.0,0.68,,,1501075941.0
731,US,Ultralife,ULBI,8.96,0.06,0.6742,31.38,32292.0,284068.0,0.2,20.481,,147403935.0
732,US,联合利华,UL,46.76,-0.89,-1.8678,-2.68,3179445.0,149497820.0,0.13,16.922,3.908,117015027215.0
733,US,优客工场,UK,2.071,0.011,0.534,-44.18,28528.0,56525.0,5.26,,0.0,1123754.0
734,US,优利系统,UIS,5.61,-0.02,-0.3552,-0.18,619067.0,3458402.0,0.9,,,387158964.0
735,US,American Coastal,UIHC,7.93,,,,,,,,,344213434.0
736,US,厄比奎蒂,UI,108.28,-4.33,-3.8451,-22.05,73012.0,7971877.0,0.12,17.593,2.131,6546737870.0
737,US,Universal Health,UHT,33.4,-0.32,-0.949,-21.24,82573.0,2764680.0,0.6,29.982,8.568,461723337.0
738,US,Universal Health Services,UHS,166.79,-1.61,-0.9561,9.55,521405.0,87058244.0,0.77,15.646,0.485,11230675221.0
739,US,United Homes,UHG,6.01,-0.57,-8.6626,-28.71,28566.0,175986.0,0.06,2.325,,290712505.0
740,US,U-Haul Holding N,UHAL.B,62.1,-1.05,-1.6627,-11.77,269088.0,16737529.0,0.14,18.297,0.285,12176436348.0
741,US,U-Haul Holding,UHAL,63.86,-1.3,-1.9951,-11.06,49936.0,3195162.0,0.03,18.815,,12521533417.0
742,US,Urban-gro,UGRO,1.64,-0.08,-4.6512,17.14,24898.0,42396.0,0.2,,,20125085.0
743,US,Ultrapar Participacoes S.A,UGP,5.26,-0.22,-4.0146,-1.61,1631681.0,8675825.0,0.15,11.99,2.409,5730655306.0
744,US,UGI公用事业,UGI,23.46,-0.55,-2.29,-3.21,1446810.0,34156073.0,0.69,,6.243,4916076571.0
745,US,United-Guardian,UG,7.65,0.14,1.8642,9.32,10061.0,76517.0,0.22,13.615,4.66,35146540.0
746,US,UFP Technologies,UFPT,228.99,1.13,0.4959,33.1,35529.0,8015473.0,0.46,38.953,,1749914788.0
747,US,UFP Industries,UFPI,115.67,-1.26,-1.0776,-7.6,216219.0,24962742.0,0.35,13.838,1.013,7117164690.0
748,US,仪化宇辉,UFI,5.79,-0.03,-0.5155,-13.06,69282.0,398738.0,0.38,,,105136592.0
749,US,联合火险,UFCS,21.77,0.03,0.138,8.96,66847.0,1456913.0,0.26,,2.939,550479943.0
750,US,Unique Fabricating,UFAB,0.1676,,,,,,,,,1966475.0
751,US,UEPS科技,UEPS,4.58,,,,,,,,,271037750.0
752,US,Universal,UEIC,9.97,-0.62,-5.8546,6.18,43745.0,438760.0,0.34,,,129289654.0
753,US,Uranium Energy,UEC,7.26,-0.09,-1.22,13.44,7049143.0,52212250.0,1.74,,,2934059326.0
754,US,Urban Edge,UE,16.28,0.14,0.8674,-10.13,669606.0,10872967.0,0.56,7.782,3.996,1933858872.0
755,US,UDR不动产信托,UDR,36.64,-0.53,-1.4259,-2.15,3225310.0,118001761.0,0.98,27.155,4.531,12066622364.0
756,US,Udemy,UDMY,10.01,-0.17,-1.6699,-32.04,582934.0,5832781.0,0.38,,,1534099347.0
757,US,联合发展基金IV,UDF,3.2,,,,,,,1.739,,98152403.2
758,US,超科林半导体,UCTT,43.79,-1.66,-3.65,28.27,207651.0,9110884.0,0.47,,,1955363321.0
759,US,优克联,UCL,1.551,-0.039,-2.4528,-11.37,3802.0,6027.0,0.01,20.686,,58149546.0
760,US,联合社区金融集团,UCFC,10.93,,,,,,,13.413,,525777321.0
761,US,美国社区银行,UCBI,24.78,-0.14,-0.5618,-14.55,421300.0,10414934.0,0.35,15.741,3.656,2952202916.0
762,US,联合社区银行,UCBA,27.85,,,,,,,37.635,,117460689.0
763,US,优品车,UCAR,5.1,-0.42,-7.61,-72.21,186317.0,971529.0,7.57,,0.0,12550779.0
764,US,有家保险,UBXG,4.65,0.1395,3.0928,-7.0,55819.0,252943.0,0.21,609.729,,125550000.0
765,US,Unity Biotechnology,UBX,1.52,0.02,1.3333,-21.24,97303.0,146115.0,0.58,,,25513153.0
766,US,联合银行,UBSI,33.12,-0.13,-0.391,-10.86,332315.0,10992067.0,0.25,12.209,4.388,4472487374.0
767,US,Union Bankshares,UBSH,35.28,,,,,,,17.519,2.6077,2894869248.0
768,US,瑞银,UBS,28.73,-0.39,-1.34,-7.02,2178481.0,62887668.0,0.07,3.31,0.9,92190383608.0
769,US,Urstadt Biddle Properties Inc. Preferred Stock Series G 6.75%,UBP-G,25.36,,,,,,,,6.6437,76080000.0
770,US,URSTADT BIDDLE PROPERTIES 6.75% CUM REDEEMABLE PRF SER G,UBP-G.CL,25.01,,,,,,,,6.7473,75030000.0
771,US,优士达不动产,UBP,21.21,,,,,,,21.282,0.886,834202174.0
772,US,UBP-FL,UBP-FL,25.42,,,,,,,,,
773,US,Ubiquiti Networks,UBNT,110.59,,,,,,,24.25,,6686403223.28
774,US,联合金融,UBNK,14.12,,,,,,,19.066,,722275672.0
775,US,联合安全银行,UBFO,7.36,-0.06,-0.8086,-9.78,4960.0,36233.0,0.03,6.438,6.415,127439835.0
776,US,优步,UBER,75.28,-0.9,-1.18,22.27,11589020.0,870869501.0,0.56,83.041,,156698656711.0
777,US,联合合众银行,UBCP,13.5,-0.08,-0.5891,7.96,2105.0,28337.0,0.04,8.602,6.075,76986248.0
778,US,优士达不动产A,UBA,21.14,,,,,,,21.212,0.984,831449032.0
779,US,AgEagle天线系统,UAVS,0.7138,0.024,3.48,-65.98,372406.0,269364.0,3.42,,0.0,7774301.0
780,US,美国锑,UAMY,0.243,-0.0054,-2.1739,-2.41,1267186.0,314735.0,1.18,,,26158298.0
781,US,美联航,UAL,41.8,-1.24,-2.88,1.31,11114013.0,462893012.0,3.39,5.237,,13711481826.0
782,US,安德玛A股,UAA,6.56,-0.08,-1.2048,-25.37,6614662.0,43370850.0,1.52,7.088,,2855444088.0
783,US,安德玛(弃用),UA.C,25.43,,,,,,,0.0,,5512282700.0
784,US,安德玛C股,UA,6.29,-0.1,-1.56,-24.67,2988975.0,18781726.0,0.69,6.796,,2737918188.0
785,US,PUBLIC STORAGE DEP REP 1/1000 5.625% PFD 'U' USD25,PSA-U.CL,25.05,,,,,,,,5.61456,288075000.0
786,US,PS BUSINESS PARKS INC CALIF DEP SHS REP 1/1000 5.75% PRF SER'U'USD25,PSB-U.CL,24.99,,,,,,,,5.7523,229908000.0
787,US,HECO CAPITAL TRUST III 6.5% CUM PRF 18/03/34 USD25'2004',HE-U.CL,25.2,,,,,,,,6.45289,50400000.0
788,US,HCAC-U,HCAC-U,0.0,,,,,,,0.0,,0.0
789,US,Public Storage Depositary Shares Representing 1/1000 Preferred Benerficial Interest Series U,PSA-U,25.33,,,,,,,,5.51254,291295000.0
790,US,"PS Business Parks, Inc. Dep Shs Repstg 1/1000 Pfd Ser U",PSB-U,25.32,,,,,,,,5.68245,232944000.0
791,US,"Hawaiian Electric Industries, Inc. 6.5 % Cum QUIPS",HE-U,25.9,,,,,,,0.0,6.16635,51800000.0
792,US,Unity,U,25.31,-0.74,-2.84,-38.1,7619955.0,193292158.0,1.97,,,9768202853.0
793,US,旅游族,TZOO,9.16,-0.4,-4.1841,-3.88,59031.0,547202.0,0.45,9.78,,120934204.0
794,US,TENZING ACQUISITION CORP C/WTS 23/02/2025 (TO PUR COM),TZACW,0.72,,,,,,,,,
795,US,Tenzing Acquisition,TZAC,8.75,,,,,,,,,44838771.0
796,US,10年国债波动率指数,TYVIX,3.95,,,,,,,0.0,,0.0
797,US,Tyra Biosciences,TYRA,14.89,-0.18,-1.1944,7.51,79037.0,1177651.0,0.15,,,782038435.0
798,US,蒙泰图像,TYPE,19.84,,,,,,,31.82,,819163582.0
799,US,泰勒科技,TYL,413.36,0.5,0.1211,-1.14,293890.0,120901549.0,0.69,105.729,,17542454832.0
800,US,尚高,TYHT,11.09,,,,,,,,0.0,97238329.0
801,US,Tigo Energy,TYGO,1.1,-0.03,-2.6549,-47.37,51889.0,55195.0,0.09,,,66393983.0
802,US,Cryptyde,TYDEV,6.2999,,,,,,,218.118,,118471251.0
803,US,Cryptyde,TYDE,0.0571,,,,,,,,,3801247.0
804,US,德事隆,TXT,93.96,-0.66,-0.6975,16.86,943397.0,88845399.0,0.49,19.627,0.087,18076677446.0
805,US,德州公路酒吧,TXRH,148.63,-0.34,-0.2282,22.1,641505.0,95097370.0,0.96,32.597,1.516,9938138708.0
806,US,德州仪器,TXN,166.33,-4.87,-2.84,-1.65,5473566.0,913060515.0,0.6,23.252,2.961,151369572898.0
807,US,Therapeuticsmd,TXMD,1.9899,-0.0901,-4.3317,-11.56,32038.0,64651.0,0.28,,,22948408.0
808,US,10x Genomics,TXG,34.55,-1.8,-4.9519,-38.26,1186268.0,41468140.0,1.0,,,4117204095.0
809,US,Therapeutics,TXAC,12.96,,,,,,,,,196810560.0
810,US,特尔尼翁钢铁,TX,42.6,-0.6,-1.3889,0.31,333239.0,14202653.0,0.17,12.37,3.025,8362707040.0
811,US,Twitter,TWTR,53.7,,,,,,,,,41093718362.0
812,US,Twist Bioscience,TWST,30.68,-2.0,-6.12,-16.77,1092007.0,33841359.0,1.89,,,1773856915.0
813,US,2u,TWOU,0.345,-0.015,-4.1667,-71.95,1833977.0,642370.0,2.19,,,28857096.0
814,US,Two Harbors Investments Corp 7.50% Series E Cumulative Redeemable Preferred Stock,TWO-E,25.31,,,,,,,,7.732,202480000.0
815,US,Two Harbors,TWO,11.99,-0.12,-0.99,-7.88,610128.0,7329077.0,0.59,,14.327,1240653967.0
816,US,Two Harbors Investments Corp 7.75% Series D Cumulative Redeemable Preferred Stock,TWO-D,25.32,,,,,,,,7.8394,75960000.0
817,US,TLWND TWO ACQ WT,TWNT+,0.68,,,,,,,,,
818,US,Terran Orbital,TWNT,10.96,,,,,,,,,472650000.0
819,US,TLWIND INTRN WNT,TWNI+,0.0051,,,,,,,,,
820,US,Tailwind,TWNI,10.12,,,,,,,9.368,,109597687.0
821,US,TAILWIND ACQUISITION CORP C/WTS 07/09/2027(TO PUR COM),TWND+,0.078001,,,,,,,,,
822,US,环球娱乐音像店,TWMC,8.35,,,,,,,,0.0,15240403.0
823,US,Twelve Seas,TWLV,10.75,0.0,0.0,1.8,2.0,21.0,0.0,39.363,,139734241.0
824,US,Twilio,TWLO,60.85,-0.48,-0.78,-19.8,2192116.0,133365256.0,1.2,,,11078406982.0
825,US,Thoughtworks,TWKS,2.39,-0.08,-3.2389,-50.31,330767.0,798249.0,0.1,,,771331136.0
826,US,双环,TWIN,16.52,-0.53,-3.1085,2.5,30829.0,513035.0,0.22,23.561,0.469,231207758.0
827,US,泰坦国际,TWI,11.94,-0.36,-2.9268,-19.76,180095.0,2157765.0,0.3,9.194,,724105813.0
828,US,Cellebrite DI,TWCT,10.06,,,,,,,,,2422694711.0
829,US,Tradeweb Markets,TW,102.13,-0.88,-0.8543,12.49,788468.0,80443152.0,0.33,66.041,0.358,24096199341.0
830,US,Travere Therapeutics,TVTX,6.37,-0.32,-4.7833,-29.14,1409832.0,9028212.0,1.85,,,484813241.0
831,US,Travelport Worldwide,TVPT,15.75,,,,,,,58.495,,1992737801.0
832,US,Tevogen Bio Holdings,TVGN,2.45,-0.02,-0.8097,-45.68,180055.0,436953.0,0.11,120.045,,405281656.0
833,US,Thayer Ventures,TVAC,9.55,,,,,,,,,205921875.0
834,US,墨西哥电视,TV,3.23,-0.11,-3.2934,-3.29,1119546.0,3621224.0,0.2,,2.964,1788793357.0
835,US,涂鸦智能,TUYA,1.71,-0.08,-4.4693,-25.65,89817.0,157314.0,0.02,,,982553344.0
836,US,Mammoth Energy,TUSK,3.28,-0.12,-3.5294,-26.46,82412.0,271006.0,0.17,,,157248619.0
837,US,美国综合市场AlphaDEX ETF-First Trust,TUSA,46.1232,,,,,,,8.6958,2.2508166533689484e-07,20755440.0
838,US,180度资本,TURN,4.01,-0.0201,-0.4987,-2.2,16287.0,66225.0,0.16,,,40100565.0
839,US,Turbo Energy,TURB,1.19,0.0499,4.3768,0.0,3285.0,3772.0,0.03,11.972,,13110397.0
840,US,特百惠,TUP,1.04,-0.08,-7.1429,-48.0,1029524.0,1062817.0,2.21,,,48391838.0
841,US,Tuesday Morning,TUES,0.2818,,,,,,,,,1675342.14
842,US,泰勒斯,TU,15.85,-0.33,-2.0396,-9.48,2140117.0,34024650.0,0.14,38.216,6.681,23401102748.0
843,US,Take-Two互动软件,TTWO,147.27,-4.07,-2.69,-8.5,2077394.0,308050151.0,1.22,,,25122260748.0
844,US,Tile Shop Holdings,TTSH,6.93,0.04,0.5806,-5.84,83335.0,577383.0,0.19,30.629,,308459698.0
845,US,Tile Shop Holdings,TTS,1.46,,,,,,,,,64985737.34
846,US,Tetraphase制药,TTPH,2.2,,,,,,,,,15979119.0
847,US,T2 Biosystems,TTOO,3.14,-0.01,-0.32,-49.96,156306.0,490152.0,2.84,,0.0,17308722.0
848,US,泰坦制药,TTNP,7.26,0.1,1.3966,-12.0,3760.0,26841.0,0.41,,0.0,6637339.0
849,US,TTM科技,TTMI,14.34,-0.18,-1.2397,-9.3,324753.0,4663748.0,0.32,,,1459455823.0
850,US,脂鲤技术,TTI,4.63,-0.18,-3.7422,2.43,1467313.0,6946770.0,1.12,23.548,,607160430.0
851,US,TechTarget,TTGT,27.89,-1.23,-4.2239,-19.99,85784.0,2413829.0,0.3,178.472,,796165622.0
852,US,大摩泰国基金,TTF,11.27,,,,,,,,2.3039,130061400.0
853,US,德照科技,TTEK,192.0,-2.0,-1.03,15.19,292536.0,56289103.0,0.55,44.308,0.535,10265545152.0
854,US,TTEC Holdings,TTEC,8.22,-0.19,-2.2592,-61.84,209174.0,1724728.0,0.44,46.278,6.897,390030040.0
855,US,道达尔,TTE,72.49,-0.46,-0.63,8.88,974782.0,71260406.0,0.04,7.972,4.533,170475358009.0
856,US,The Trade Desk,TTD,86.37,-1.33,-1.52,20.03,2349656.0,202633210.0,0.48,235.998,,42229474093.0
857,US,TATTOOED CHEF INC C/WTS 15/10/2025(TO PUR COM),TTCFW,12.57,,,,,,,,,
858,US,Tattooed Chef,TTCF,0.158,,,,,,,,,13218020.0
859,US,托罗配件,TTC,85.77,-1.28,-1.4704,-10.29,778272.0,66736861.0,0.75,31.126,1.603,8954971236.0
860,US,特灵科技,TT,296.96,-0.28,-0.0942,22.12,996306.0,294908928.0,0.44,33.318,1.043,67431367639.0
861,US,2seventy bio,TSVT,5.04,-0.48,-8.6957,18.03,797617.0,4088280.0,1.55,,,258608105.0
862,US,堤姆通信服务,TSU,12.28,,,,,,,9.11,,5945495594.12
863,US,TheStreet,TST,6.44,,,,,,,,,34367955.0
864,US,Tesaro,TSRO,74.96,,,,,,,,,4127851330.0
865,US,TSR软件,TSRI,7.78,-0.1,-1.269,-14.08,2104.0,16467.0,0.1,10.554,,16678079.0
866,US,Townsquare Media,TSQ,12.31,-0.36,-2.8414,18.46,52161.0,644412.0,0.31,,6.054,204756440.0
867,US,TCW SPCL PRPS WT,TSPQ+,0.0091,,,,,,,,,
868,US,泰森食品,TSN,57.78,-1.56,-2.6289,8.48,1331250.0,77200324.0,0.37,,3.263,20589806392.0
869,US,台积电,TSM,142.52,-4.68,-3.18,37.59,12013259.0,1720981036.0,0.23,28.483,1.331,739167751784.0
870,US,Sixth Street专业贷款,TSLX,20.75,-0.25,-1.1905,-1.46,236732.0,4931142.0,0.26,8.61,9.405,1911522287.0
871,US,THL Credit Senior Loan Fund  of Beneficial Interest,TSLF,11.97,,,,,,,,8.70152,88805430.0
872,US,特斯拉,TSLA,171.05,-3.55,-2.03,-31.16,64694444.0,11117109597.0,2.03,36.324,,544758400486.0
873,US,Latch,TSIA,10.83,,,,,,,,,406125000.0
874,US,Taysha Gene,TSHA,2.94,-0.28,-8.6957,66.1,1683837.0,5147674.0,0.9,,,549833729.0
875,US,The Stars Group,TSG,27.31,,,,,,,125.867,,7907218137.0
876,US,Tower半导体,TSEM,31.58,-1.72,-5.1652,3.47,702881.0,22340393.0,0.63,6.387,,3499853500.0
877,US,Trinseo,TSE,2.96,-0.45,-13.2,-64.5,548001.0,1687792.0,1.55,,1.173,104380141.0
878,US,拖拉机供应,TSCO,244.89,-5.3,-2.1184,14.41,991919.0,243248635.0,0.92,23.872,1.685,26431524050.0
879,US,Turnstone Biologics,TSBX,3.19,-0.19,-5.6213,25.34,106989.0,340529.0,0.46,,,73686879.0
880,US,Timberland Bancorp,TSBK,24.9,-0.15,-0.5988,-20.14,9133.0,227038.0,0.11,7.807,3.717,202260409.0
881,US,Telesat,TSAT,7.95,0.1,1.2739,-23.78,27521.0,217557.0,0.2,0.947,,108202219.0
882,US,Tenaris S.A.,TS,38.53,-0.9,-2.2825,10.85,1766298.0,68646144.0,0.3,5.742,2.769,22499376538.0
883,US,Asensus Surgical,TRXC,4.08,,,,,,,,0.0,568402772.0
884,US,TRX Gold,TRX,0.415999,-0.043001,-9.3684,9.43,1119123.0,483601.0,0.4,,,116126146.0
885,US,Twin River全球控股,TRWH,27.14,,,,,,,,0.38825467574734107,827120187.0
886,US,Trevena,TRVN,0.3814,-0.0316,-7.6513,-47.18,184033.0,71918.0,1.0,,,6987633.0
887,US,Trevi Therapeutics,TRVI,2.92,-0.06,-2.0134,117.91,93540.0,276360.0,0.14,,,201363688.0
888,US,Trivago,TRVG,2.78,0.05,1.8315,13.93,58731.0,162869.0,0.08,,102.418,193708268.0
889,US,旅行者保险,TRV,221.1,0.7,0.32,16.6,1100306.0,243426406.0,0.48,16.934,1.817,50649198864.0
890,US,Trupanion,TRUP,23.38,-1.22,-4.9593,-23.37,373590.0,8846097.0,0.89,,,977629276.0
891,US,TruGolf Holdings,TRUG,1.75,0.1,6.06,-40.88,56600.0,97932.0,0.43,,,23196446.0
892,US,TrueCar,TRUE,2.93,-0.13,-4.2484,-15.32,191129.0,565030.0,0.21,,,268311052.0
893,US,TransUnion,TRU,73.57,-2.34,-3.0826,7.22,1469818.0,108684569.0,0.76,,0.552,14289412595.0
894,US,TPG RE Finance Trust,TRTX,7.31,-0.27,-3.562,16.1,720492.0,5301321.0,0.93,,12.665,567173068.0
895,US,Terrapin 4,TRTLU,10.0,,,,,,,,,
896,US,TortoiseEcofin,TRTL,10.77,-0.005,-0.0464,1.41,74694.0,804357.0,0.29,21.702,,278832091.0
897,US,Trio-Tech,TRT,6.42,-0.15,-2.2831,26.63,500.0,3233.0,0.01,30.01,,26768543.0
898,US,梅隆银行,TRST,26.25,0.06,0.2291,-14.33,52211.0,1366376.0,0.27,8.515,5.498,499391366.0
899,US,瑞奇包装系统,TRS,25.35,-0.47,-1.8203,0.24,164191.0,4173141.0,0.4,25.639,0.627,1034792121.0
900,US,绿松石山资源,TRQ,31.41,,,,,,,11.835,,6320679719.0
901,US,SciSparc,TRPX,0.317,,,,,,,,,4465907.0
902,US,TC Energy,TRP,36.11,-0.67,-1.8216,-5.97,4628877.0,167799181.0,0.46,16.992,7.678,36110000000.0
903,US,Tronox Holdings,TROX,16.3,-0.44,-2.6284,16.1,690097.0,11319226.0,0.44,,2.969,2572766328.0
904,US,普信集团,TROW,115.19,-2.53,-2.1492,8.1,1387546.0,160262247.0,0.62,14.402,4.169,25761538307.0
905,US,Trovagene,TROV,1.19,,,,,,,,0.0,14180108.0
